Biomarker,Causal Value
BFRF3_IgA,0.33236460998118367
HP0993_IgA,0.05332842239576328
rpsR_IgA,0.10710134074804507
porA_IgA,0.053295105077024105
HP0386_IgA,0.053295105077024105
H. Pylori1_IgA,0.1459515189563577
HP1057_IgA,0.09788143296532309
HP1223_IgA,0.060814097338453214
HP1225_IgA,0.0862577730709128
rplO_IgA,0.06952443236611262
HP0236_IgA,0.06883096107958023
H. Pylori2_IgA,0.07239298239915441
HP0938_IgA,0.07595577583557298
HP1008_IgA,0.09640021493552407
HP1065_IgA,0.05042507632301008
HP0334_IgA,0.051835721774750584
H. Pylori3_IgA,0.08758977988584474
HP0273_IgA,0.07222213800006182
HP1029_IgA,0.011669074987571559
HP1389_IgA,0.08759100793106633
HP0448_IgA,0.0532475391562229
HP0898_IgA,0.0532475391562229
HP1125_IgA,0.11998356774384128
Streptococcus_gallolyticus1_IgA,0.11975123992012876
pcsB_IgA,0.13622108417081635
H. Pylori4_IgA,0.05934936487372763
HP1577_IgA,0.05862294140753463
HP0437_IgA,0.03909940869387907
HP1268_IgA,0.06948401099626884
HP0571_IgA,0.059347941392277524
HP0800_IgA,0.08682929079782528
HP0496_IgA,0.05861949904043565
rplQ_IgA,0.05861949904043565
Streptococcus_gallolyticus2_IgA,0.067100852080397
rbfA_IgA,0.058618883837031434
HP1287_IgA,0.08823861718798857
dut_IgA,0.07230923543913495
HP0330_IgA,0.06723334662371663
sipA_IgA,0.06709631932958685
rplI_IgA,0.05861555161419119
HP1334_IgA,0.05934023743998334
HP1542_IgA,0.08682650169752164
H. Pylori7_IgA,0.10664138672198872
Streptococcus_gallolyticus3_IgA,0.06709184831381111
flgC_IgA,0.07058483900652751
HP0276_IgA,0.09457610661710253
HP1096_IgA,0.05860943581258554
HP0368_IgA,0.05860943581258554
HP0512_IgA,0.05860943581258554
EBNA-LP_IgA,0.07863011574804903
Fusobacterium_nucleatum1_IgA,0.06708657611747851
A73_IgA,0.06708657611747851
HP0962_IgA,0.04236265204377842
HP0148_IgA,0.06696328846845061
rpsE_IgA,0.05933179859041971
HP0573_IgA,0.058607049927727396
recR_IgA,0.06726797306644086
HP0835_IgA,0.0694748908439518
rpsO_IgA,0.0694748908439518
H. Pylori16_IgA,0.0694748908439518
HP0209_IgA,0.05860562110783102
HP0047_IgA,0.04236335523859528
HP1450_IgA,0.09691170002001633
HP1383_IgA,0.04236269869312604
HP1347_IgA,0.0586046696207612
HP0238_IgA,0.0586046696207612
HP1485_IgA,0.06947427661599113
H. Pylori19_IgA,0.04236333012136829
H. Pylori20_IgA,0.08787913142803984
HP0127_IgA,0.06783039630850987
ispDF_IgA,0.06184470621256072
smpB_IgA,0.06947342457506735
HP1337_IgA,0.06695453091016358
TFAP2A_cGST_IgA,0.06695453091016358
HP1568_IgA,0.06721260744784395
HP1359_IgA,0.05323852349841951
H. Pylori24_IgA,0.05932456407731532
HP1016_IgA,0.05932456407731532
nusB_IgA,0.05860097126419402
H. Pylori26_IgA,0.06685781913252291
HP0518_IgA,0.05323928678018391
BLRF2_IgA,0.08656256268504217
H. Pylori28_IgA,0.06827741916002732
H. Pylori29_IgA,0.07782305702145446
rpsI_IgA,0.05859897433163185
rplC_IgA,0.042361670086539696
HP0404_IgA,0.058598988397045866
HP0854_IgA,0.08889893186448893
HP1269_IgA,0.0423616730020163
H. Pylori30_IgA,0.07794304623192957
HP0634_IgA,0.05932091276604841
HP0650_IgA,0.05932091276604841
truA_IgA,0.06694810922839851
HP1076_IgA,0.059320688497368865
HP0243_IgA,0.059320688497368865
HP1339_IgA,0.06757748390751121
HP0702_IgA,0.042361421664033595
HP0741_IgA,0.0694704981643535
HP0595_IgA,0.059320055614798056
HP0309_IgA,0.059320055614798056
H. Pylori35_IgA,0.0668510902738318
porD_IgA,0.07059022772537638
HP1434_IgA,0.05324072961811313
H. Pylori37_IgA,0.05324072961811313
HP0699_IgA,0.05859512030622078
HP0751_IgA,0.05324092019569778
H. Pylori39_IgA,0.06694423989032544
BRRF2_IgA,0.08660086218170013
HP1328_IgA,0.0694695576173179
HP1507_IgA,0.05931791465831927
H. Pylori41_IgA,0.04647752458378378
HP0159_IgA,0.0532410871595033
fabZ_IgA,0.058593618967342984
HP0670_IgA,0.059317376728335584
H. Pylori42_IgA,0.0532414394071984
HP0339_IgA,0.04236023754327321
HP0691_IgA,0.06946941569735554
HP1338_IgA,0.06946941569735554
HP0184_IgA,0.05931668064741585
HP0327_IgA,0.06694097517804651
HP0660_IgA,0.059316507000329234
HP1466_IgA,0.059316507000329234
HP0593_IgA,0.058592227650910524
HP1172_IgA,-0.011470412005598821
HP0423_IgA,0.05859114020358206
HP0967_IgA,0.07807359985110739
HP0540_IgA,0.04235948582523886
def_IgA,0.05324169448420515
HP0024_IgA,0.06946802446223799
HP1024_IgA,0.06730819211811162
HP0554_IgA,0.07873573623299639
HP0223_IgA,0.05859002559181225
HP0103_IgA,0.0868154182523865
valS_IgA,0.06781014958699214
obgE_IgA,0.058589557430364834
H. Pylori50_IgA,0.058589557430364834
Streptococcus_gallolyticus12_IgA,0.1518257707769941
HP0748_IgA,0.06946548571895197
metG_IgA,0.06946548571895197
HP0337_IgA,0.06946548571895197
HP0308_IgA,0.04235772413189724
HP0985_IgA,0.05324098054476284
rplD_IgA,0.07813949992265772
HP0270_IgA,0.06946535852998525
H. Pylori55_IgA,0.05931009620943257
HP0059_IgA,0.06732679214137363
HP0924_IgA,0.04235743013657993
tig_IgA,0.05226374404359106
H. Pylori57_IgA,0.06946510156451426
HP0199_IgA,0.06946510156451426
H. Pylori58_IgA,0.06683570768358049
HP0859_IgA,0.05930913825588471
HP0169_IgA,0.05858552768076281
HP1490_IgA,0.0593090023915451
HP0901_IgA,0.033107350944623776
coaE_IgA,0.05930888234153432
HP0663_IgA,0.042357160657625785
H. Pylori65_IgA,0.05930875686089295
HP1189_IgA,0.06946498810818462
BZLF1_IgA,0.04537635737166865
HP0853_IgA,0.06780297126240403
HP0596_IgA,0.04356064118947511
HP1462_IgA,0.0585842648095688
HP0163_IgA,0.05930788006697356
HP0789_IgA,0.06692887285317743
HP0620_IgA,0.06946424781318669
HP0132_IgA,0.05858388701165787
fliQ_IgA,0.05858388701165787
groEL_IgA,0.05507308195791607
HP0500_IgA,0.05324241229783225
HP0212_IgA,0.042357060388040504
BDLF1_IgA,0.06729811308098009
aspS_IgA,0.05930667266930769
H. Pylori70_IgA,0.05930667266930769
HP0311_IgA,0.058583183338577136
HP0340_IgA,0.08784335836366339
HP1177_IgA,0.07568563591472253
prfB_IgA,0.07845536886594406
H. Pylori73_IgA,0.06946255712779248
clpP_IgA,0.0893516423308363
HP0983_IgA,0.06438400023973555
H. Pylori74_IgA,0.03901292545196474
EBNA2_IgA,0.026795894423904447
HP1352_IgA,0.04235538596161927
HP0272_IgA,0.04235538596161927
aroK_IgA,0.058580708672786024
H. Pylori75_IgA,0.06786716418364196
pgi_IgA,0.07708199455988758
H. Pylori76_IgA,0.0694618102701742
HP0395_IgA,0.04235549376956357
HP0806_IgA,0.04235549376956357
HP1545_IgA,0.059303326714239386
HP0549_IgA,0.06718100218354502
HP0342_IgA,0.06577038366060155
HP1560_IgA,0.06424823229333775
HP0224_IgA,0.03909392250523053
HP0991_IgA,0.05930291023080262
HP0255_IgA,0.05324193562268857
HP1511_IgA,0.05324193562268857
HP0216_IgA,0.05857945383479719
HP0894_IgA,0.05930260804308676
HP0030_IgA,0.05930260804308676
HP0264_IgA,0.06750419665155755
H. Pylori87_IgA,0.027057356433867447
HP1173_IgA,0.0492584999729677
HP1023_IgA,0.06606305853316641
hypA_IgA,0.05324224333518437
HP0347_IgA,0.05930202668863975
HP1290_IgA,0.05930202668863975
HP1581_IgA,0.0423550963795481
BVRF2_IgA,0.045913090204365486
BORF2_IgA,0.08516317659769206
HP0382_IgA,0.039093872611390794
HP0813_IgA,0.06946058421737453
HP1030_IgA,0.06946058421737453
HP0021_IgA,0.059301268921282964
HP0957_IgA,0.05857761442588254
HP0567_IgA,0.04235491374845728
H. Pylori90_IgA,0.05930108291670939
Streptococcus_gallolyticus14_IgA,0.06717737209340048
gbpC_IgA,0.06754889967586822
HP0439_IgA,0.06946040163919123
HP0828_IgA,0.06946040163919123
HP1368_IgA,0.06576640438772491
HP1326_IgA,0.05857705715508651
HP1540_IgA,0.06946030902447273
HP0880_IgA,0.04235499764205747
HP0630_IgA,0.05930034478122923
hslU_IgA,0.05857687879667842
H. Pylori97_IgA,0.05857687879667842
HP0176_IgA,0.0593001639713157
HP1055_IgA,0.05857678897457709
rpmE_IgA,0.05930007453335233
HP1104_IgA,0.04235525846808515
HP0274_IgA,0.05929999017539892
rpsT_IgA,0.06682261461346357
HP1115_IgA,0.053243655155481684
HP1564_IgA,0.0592998189411284
BHRF1_IgA,0.04754810995743478
ruvA_IgA,0.06946015467939437
H. Pylori99_IgA,0.06946015467939437
HP1145_IgA,0.04235517009955698
H. Pylori101_IgA,0.058576106242133434
HP0201_IgA,0.05929939676088572
HP0177_IgA,0.05324406944515654
HP1506_IgA,0.05857594051704841
engB_IgA,0.07410927324022709
Streptococcus_gallolyticus17_IgA,0.08000898507952413
H. Pylori102_IgA,0.0773345169569398
BALF2_IgA,0.0627973264110562
HP0988_IgA,0.0592978574328198
HP0155_IgA,0.06945888145789675
HP1129_IgA,0.05324336505059066
H. Pylori106_IgA,0.03912133864650782
H. Pylori107_IgA,0.04235414378080752
HP0498_IgA,0.03909365056375742
HP1233_IgA,0.058574171022122104
H. Pylori114_IgA,0.04705328484524681
HP1281_IgA,0.07740390564015301
HP0666_IgA,0.053243605261816734
HP0168_IgA,0.06681887307872968
HP0525_IgA,0.08882009861365486
ImpA_cGST_IgA,0.025060267809972094
H. Pylori115_IgA,0.0532435338213628
H. Pylori116_IgA,0.0585734797403683
HP1179_IgA,0.05929669785834208
HP0545_IgA,0.0585734018113391
HP1130_IgA,0.038110210863616385
HP0558_IgA,0.058573405489486384
H. Pylori121_IgA,0.06681795546231957
EBNA-3B_IgA,0.05203216351841006
HP0735_IgA,0.05324369646632884
HP1524_IgA,0.06781559589820466
H. Pylori131_IgA,0.03312045202853298
H. Pylori132_IgA,0.03312045202853298
HP0648_IgA,0.053243701944259716
HP0982_IgA,0.05929574539742169
H. Pylori133_IgA,0.04518498038285578
HP0875_IgA,0.07818411900912539
HP0508_IgA,0.06945789558089288
ruvC_IgA,0.058572235901447695
HP1086_IgA,0.0592954524571658
HP1266_IgA,0.06716931166251044
fliL_IgA,0.05857208919736992
HP0893_IgA,0.05857208919736992
HP0050_IgA,0.05857208919736992
HP0066_IgA,0.043076269716186805
HP0906_IgA,0.06945782645278094
HP0727_IgA,0.058571948426769535
H. Pylori136_IgA,0.05151173446673306
panC_IgA,0.05857188031485144
HP0998_IgA,0.05857188031485144
HP0911_IgA,0.059294810628527574
HP1453_IgA,0.05859672328046043
trpD_IgA,0.04936883096003198
HP0054_IgA,0.059294542338706846
HP0787_IgA,0.06945756347865413
HP1226_IgA,0.06945756347865413
HP1349_IgA,0.06681473705172594
rpmB_IgA,0.059294333713607636
HP1440_IgA,0.06945749416794081
H. Pylori145_IgA,0.07770097044026006
HP0954_IgA,0.05857091673227727
HP0697_IgA,0.05929412782703152
HP0189_IgA,0.053244793284943796
H. Pylori147_IgA,0.06723734404235612
HP0175_IgA,0.03867706190100859
HP1589_IgA,0.06778991143732248
HP0158_IgA,0.06753836158489325
H. Pylori152_IgA,0.06690893960178976
EBNA-3C_IgA,0.00037422206170753915
BdRF1_IgA,-0.017937850303587057
rplA_IgA,0.05336357408272139
secY_IgA,0.0766424840960426
HP0467_IgA,0.05856950803005155
HP0407_IgA,0.05134144321587043
lysS_IgA,0.06767893281048128
HP0095_IgA,0.05929273170790104
HP0287_IgA,0.04235285099237317
HP1206_IgA,0.0592926698777796
H. Pylori157_IgA,0.0592926698777796
EBNA_cGST_IgA,0.04684020737001968
HP0701_IgA,0.06729411231941974
HP0602_IgA,0.05929254449841732
HP1139_IgA,0.06690731056778484
HP0292_IgA,0.06716500080262257
HP0711_IgA,0.058568809984802836
HP0851_IgA,0.06945599299459528
HP1295_IgA,0.07165215286970981
recA_IgA,0.05746000045705899
H. Pylori162_IgA,0.058568564065567603
prmA_IgA,0.07059521794597062
HP0716_IgA,0.05929186089370861
HP0947_IgA,0.04235272535701015
EBNA-1_IgA,0.08829995620657707
infC_IgA,0.05929132193296518
H. Pylori171_IgA,0.033125134539744035
HP1363_IgA,0.032324094201182325
fmt_IgA,0.06945541771860228
HP1054_IgA,0.0592911498168207
HP0728_IgA,0.04266045105968385
HP0468_IgA,0.07059516570716698
HP1423_IgA,0.05929097378018363
HP0391_IgA,0.058567494263576984
H. Pylori175_IgA,0.05929091360009598
HP0005_IgA,0.05856743425616473
HP0546_IgA,0.04754161955633843
H. Pylori178_IgA,0.05929079691143519
HP0621_IgA,0.05929079691143519
EBNA3A_IgA,0.06651461874446135
tsf_IgA,0.05856714301735426
flgE_IgA,0.0694551927518007
rpsF_IgA,0.0694551927518007
murC_IgA,0.058567025544138354
HP0754_IgA,0.042352313533951996
argS_IgA,0.042352313533951996
HP0107_IgA,0.05856703095176653
HP0664_IgA,0.06690420605554467
HP0506_IgA,0.05154390611850688
H. Pylori194_IgA,0.05929016460118779
HP0971_IgA,0.07059569707314717
thiE_IgA,0.0585667485336211
HP0385_IgA,0.02648477704183196
HP1413_IgA,0.058566696764433004
HP1178_IgA,0.06945498219271662
HP1218_IgA,0.0705958597685282
HP0977_IgA,0.06748540650310281
HP1293_IgA,0.06753253144762592
HP0673_IgA,0.05856641682605372
HP1263_IgA,0.06945481610107071
HP0603_IgA,0.03837056493962851
H. Pylori210_IgA,0.04235231366181519
HP0104_IgA,0.059289388535532964
H. Pylori211_IgA,0.059289388535532964
HP0167_IgA,0.06700040041745911
HP1448_IgA,0.059289333317074935
HP0398_IgA,0.02724730755929928
H. Pylori212_IgA,0.059289283488390236
H. Pylori214_IgA,0.0430748877181594
dapF_IgA,0.06774156644752743
Fusobacterium_nucleatum21_IgA,0.04730674133174477
HP0519_IgA,0.06723057011447894
secE_IgA,0.03525788812301435
HP1164_IgA,0.05928855857977541
HP0374_IgA,0.03570194682318268
amiE_IgA,0.043074386622004544
acpP_IgA,0.058565106456694764
HP1392_IgA,0.06945395525233795
HP0974_IgA,0.05856505312096121
HP0063_IgA,0.0657492968195634
HP1393_IgA,0.07059601519055848
H. Pylori227_IgA,0.06737072028642334
H. Pylori230_IgA,0.058564843841517736
flhF_IgA,0.058564843841517736
HP1435_IgA,0.042351805685132124
HP0388_IgA,0.06753037962548897
nrdF_IgA,0.06770488299944483
H. Pylori235_IgA,0.05856474184960799
HP1493_IgA,0.039092641081201626
HP0362_IgA,0.05856469235064929
HP0599_IgA,0.09091488865875985
BMRF1_IgA,0.00370313534192155
HP1039_IgA,0.053245000365222894
HP1321_IgA,0.04235147065833373
HP1322_IgA,0.06772423806221205
HP0015_IgA,0.05856410027904666
HP1340_IgA,0.05856410027904666
HP1357_IgA,0.05856410027904666
HP0235_IgA,0.042351619649653255
H. Pylori247_IgA,0.06690012057679426
fliH_IgA,0.04510379403239487
HP1161_IgA,0.049370783636896474
HP1283_IgA,0.04767788194435869
HP0032_IgA,0.058563860338222876
fliE_IgA,0.0532451945142373
HP1484_IgA,0.059286596849317204
uvrC_IgA,0.05324524209258212
HP0538_IgA,0.05856371568380171
H. Pylori254_IgA,0.027166008606193594
fliG_IgA,0.015953813495676795
H. Pylori261_IgA,0.02413616918381861
HP0079_IgA,0.004296759204390798
HP1267_IgA,0.04557723890667732
HP0601_IgA,0.02489417695324862
BBLF4_IgA,0.04409813729481638
HP0341_IgA,0.0585631681117245
H. Pylori262_IgA,0.04235141754100802
HP1196_IgA,0.047377097782302556
HP1182_IgA,0.047714210014761345
H. Pylori263_IgA,0.057403423212712426
BZLF2_IgA,0.0455265730651075
HP1080_IgA,0.059285678507487054
HP0166_IgA,0.042351330217724616
HP0946_IgA,0.05928563298645996
LF2_IgA,0.06726861568879204
hisS_IgA,0.047087338316657346
HP0019_IgA,0.06773714551695283
HP1181_IgA,0.05856265933012891
HP0708_IgA,0.0532452698235861
HP0979_IgA,0.01308436897873501
HP0434_IgA,0.05928536038775568
H. Pylori271_IgA,0.03871099257101941
TP53_cGST_IgA,0.06592019722330886
HP0097_IgA,0.05856239109610468
HP0357_IgA,0.06689794409039579
HP1488_IgA,0.04377951869911429
H. Pylori278_IgA,0.00393521062433961
HP1441_IgA,0.06616146604795878
HP0539_IgA,0.04502124360838404
HP1169_IgA,0.0694517151265314
HP1504_IgA,0.04235112285107904
HP0140_IgA,0.06574547147971876
H. Pylori279_IgA,0.0677361188055741
BFRF2_IgA,0.025500635297154916
BGLF2_IgA,0.06574543076461553
H. Pylori282_IgA,0.058561772093453465
HP1495_IgA,0.06769709452255522
HP0572_IgA,0.018547505385768628
PPP1R13L_cGST_IgA,0.05077991746647898
Streptococcus_gallolyticus27_IgA,0.07522953664950074
NUPR1_cGST_IgA,0.025831546683594674
BcLF1_IgA,0.005851585755070605
Fusobacterium_nucleatum34_IgA,0.020569077340567867
HP1098_IgA,-0.0013339199406645515
HP0428_IgA,0.042350553118851206
HP0845_IgA,0.012827328974323919
fbcH_IgA,0.0390437895064373
HP1089_IgA,0.058560632070321486
HP0185_IgA,-0.06465729772721275
HP1105_IgA,0.0021513203274163496
Fusobacterium_nucleatum36_IgA,-0.017385018085587546
HP0499_IgA,0.021436053725262815
HP1416_IgA,0.025532367701819467
HP0383_IgA,-0.05721084165177126
HP1563_IgA,-0.03746897549467076
HP0477_IgA,-0.061030211677335924
HP0068_IgA,-0.03742736828078141
HP0923_IgA,-0.06300708429765861
H. Pylori312_IgA,-0.01724084702608225
fliP_IgA,-0.035718239296989196
HP1066_IgA,-0.015513190841114547
HP0231_IgA,0.0592821967726041
H. Pylori313_IgA,0.039043136557944995
HP1456_IgA,0.045367378953405216
gyrB_IgA,0.04702036118319655
CBir1_cGST_IgA,0.027250323821744075
HP1341_IgA,-0.024962009935771697
HP0653_IgA,0.059281683209388966
H. Pylori317_IgA,0.06689436761207596
HP0073_IgA,0.047107844582445865
HP0229_IgA,0.006421401906438713
BGLF1_IgA,0.0040889028939968
Streptococcus_gallolyticus29_IgA,0.0018815758248386415
